method,dataset,seed,shot,category,revision,region_grid,region_fraction_of_canvas,pixel_ap,pixel_auroc,n_pixels,seconds,source,source_table,note
PatchCore_native_official224,mvtec,1,1,carpet,corrected,392x392,0.765625,0.6860387147549226,0.9894245890253511,17978688,1.8,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s1_k1\predictions\mvtec_carpet.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,1,1,grid,corrected,392x392,0.765625,0.43826711030968213,0.9907780296689265,11985792,1.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\grid\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,1,1,grid,corrected,392x392,0.765625,0.4530186894968819,0.991105926773729,11985792,1.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\grid\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,1,1,grid,corrected,392x392,0.765625,0.3742554697495187,0.9877389032407811,11985792,1.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s1_k1_grid.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,1,1,grid,corrected,392x392,0.765625,0.40775862984584815,0.9896616986085511,11985792,1.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s1_k1_grid.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,1,1,grid,corrected,392x392,0.765625,0.009774720693778475,0.5753810736586328,11985792,1.1,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s1_k1\predictions\mvtec_grid.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,1,1,grid,corrected,392x392,0.765625,0.008130377734068148,0.5335128589253532,11985792,1.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s1_k1\predictions\mvtec_grid.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,1,1,hazelnut,corrected,392x392,0.765625,0.6839222626509024,0.9906822862706461,16903040,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\hazelnut\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,1,1,hazelnut,corrected,392x392,0.765625,0.6931412815630207,0.9910971154055171,16903040,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\hazelnut\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,1,1,hazelnut,corrected,392x392,0.765625,0.7639891277207375,0.9911171358610944,16903040,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s1_k1_hazelnut.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,1,1,hazelnut,corrected,392x392,0.765625,0.7845367314433525,0.9924570995252738,16903040,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s1_k1_hazelnut.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,1,1,hazelnut,corrected,392x392,0.765625,0.22132036227074947,0.9098520539502903,16903040,1.6,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s1_k1\predictions\mvtec_hazelnut.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,1,1,hazelnut,corrected,392x392,0.765625,0.3366997297178816,0.9256523010989096,16903040,1.7,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s1_k1\predictions\mvtec_hazelnut.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,1,1,leather,corrected,392x392,0.765625,0.2594811746988528,0.9857069475645502,19054336,1.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\leather\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,1,1,leather,corrected,392x392,0.765625,0.26325497558507144,0.9857317785422739,19054336,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\leather\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,1,1,leather,corrected,392x392,0.765625,0.341586566738049,0.9867107934181041,19054336,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s1_k1_leather.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,1,1,leather,corrected,392x392,0.765625,0.3018401552968594,0.9836857814994913,19054336,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s1_k1_leather.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,1,1,leather,corrected,392x392,0.765625,0.3541705810071882,0.9858735889581344,19054336,1.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s1_k1\predictions\mvtec_leather.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,1,1,leather,corrected,392x392,0.765625,0.5205148899869579,0.9931145334041935,19054336,2.0,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s1_k1\predictions\mvtec_leather.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,1,1,metal_nut,corrected,392x392,0.765625,0.7741076865529819,0.9471148762421777,17671360,2.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\metal_nut\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,1,1,metal_nut,corrected,392x392,0.765625,0.7854319456922031,0.9524091263521495,17671360,2.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\metal_nut\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,1,1,metal_nut,corrected,392x392,0.765625,0.7108540505283687,0.9431296452813449,17671360,2.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s1_k1_metal_nut.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,1,1,metal_nut,corrected,392x392,0.765625,0.7291727661121993,0.9499522151118864,17671360,2.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s1_k1_metal_nut.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,1,1,metal_nut,corrected,392x392,0.765625,0.33117743661747906,0.7755420870033842,17671360,2.7,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s1_k1\predictions\mvtec_metal_nut.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,1,1,metal_nut,corrected,392x392,0.765625,0.5528770877798563,0.8725946759810012,17671360,2.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s1_k1\predictions\mvtec_metal_nut.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,1,1,pill,corrected,392x392,0.765625,0.5695107390787569,0.9068792368027623,25661888,2.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\pill\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,1,1,pill,corrected,392x392,0.765625,0.5796044965958086,0.9103448393945842,25661888,2.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\pill\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,1,1,pill,corrected,392x392,0.765625,0.5443035936426923,0.9222167239164265,25661888,2.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s1_k1_pill.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,1,1,pill,corrected,392x392,0.765625,0.5672987497808641,0.927890099469056,25661888,3.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s1_k1_pill.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,1,1,pill,corrected,392x392,0.765625,0.4508217737230803,0.8637072240823122,25661888,2.8,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s1_k1\predictions\mvtec_pill.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,1,1,pill,corrected,392x392,0.765625,0.6297214728844851,0.9403648779227496,25661888,2.8,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s1_k1\predictions\mvtec_pill.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,1,1,screw,corrected,392x392,0.765625,0.22814949041432647,0.9185806236847874,24586240,2.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\screw\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,1,1,screw,corrected,392x392,0.765625,0.2529922847047341,0.920324004050855,24586240,2.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\screw\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,1,1,screw,corrected,392x392,0.765625,0.1823134797337432,0.8988416658237588,24586240,4.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s1_k1_screw.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,1,1,screw,corrected,392x392,0.765625,0.34112018372796404,0.9407233733890971,24586240,2.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s1_k1_screw.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,1,1,screw,corrected,392x392,0.765625,0.011512466761965828,0.8310290046860797,24586240,2.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s1_k1\predictions\mvtec_screw.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,1,1,screw,corrected,392x392,0.765625,0.014247579773770804,0.8850077074427231,24586240,2.4,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s1_k1\predictions\mvtec_screw.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,1,1,tile,corrected,392x392,0.765625,0.6401599591128445,0.960515503025408,17978688,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\tile\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,1,1,tile,corrected,392x392,0.765625,0.6361360533850888,0.9603077236745428,17978688,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\tile\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,1,1,tile,corrected,392x392,0.765625,0.5874251948597868,0.9506924998576884,17978688,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s1_k1_tile.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,1,1,tile,corrected,392x392,0.765625,0.6375246775940078,0.9570207718331529,17978688,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s1_k1_tile.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,1,1,tile,corrected,392x392,0.765625,0.5574698320802894,0.9344543356787136,17978688,1.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s1_k1\predictions\mvtec_tile.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,1,1,tile,corrected,392x392,0.765625,0.5940931020297574,0.9579202078929617,17978688,2.1,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s1_k1\predictions\mvtec_tile.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,1,1,toothbrush,corrected,392x392,0.765625,0.5825723128732169,0.9883337401902053,6453888,0.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\toothbrush\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,1,1,toothbrush,corrected,392x392,0.765625,0.598932135374225,0.9881444324422702,6453888,0.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\toothbrush\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,1,1,toothbrush,corrected,392x392,0.765625,0.5862544466908681,0.9889393205829853,6453888,0.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s1_k1_toothbrush.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,1,1,toothbrush,corrected,392x392,0.765625,0.5700059773983583,0.9881753928155594,6453888,0.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s1_k1_toothbrush.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,1,1,toothbrush,corrected,392x392,0.765625,0.399409851620246,0.9414566928494088,6453888,0.6,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s1_k1\predictions\mvtec_toothbrush.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
